,Time,LBA,PBA,Ops,Zone-idx,WA_1,WA_2
36626,369.560627,48804,27788,w,0,-1,-1
36627,369.560660,48473,26889,w,0,-1,-1
36628,369.560697,10599,19263,w,0,18733,19757.
36629,369.560881,34125,61941,w,0,61476,62500.
36630,369.561064,41098,10426,w,0,-1,-1
36631,369.561097,16327,29551,w,0,29011,30035.
36632,369.561329,12727,23215,w,0,22713,23737.
36633,369.561517,38454,4374,w,0,-1,-1
36634,369.561565,53908,39140,w,0,-1,-1
36635,369.561618,17352,31488,w,0,30970,31994.
36636,369.561803,65233,64665,w,0,-1,-1
36637,369.561858,51643,34035,w,0,-1,-1
36638,369.561905,46867,23579,w,0,-1,-1
36639,369.561951,11888,21464,w,0,20903,21927.
36640,369.562146,52054,35014,w,0,-1,-1
36641,369.562192,46251,21827,w,0,-1,-1
36642,369.562245,31880,57872,w,0,57401,58425.
36643,369.562433,4301,7949,w,0,7428,8452.
36644,369.562623,28441,51697,w,0,51232,52256.
36645,369.562818,58673,49585,w,0,-1,-1
36646,369.562866,21915,39699,w,0,39177,40201.
36647,369.563060,21474,38802,w,0,38255,39279.
36648,369.563254,2327,4607,w,0,4140,5164.
36649,369.563439,49870,29990,w,0,-1,-1
36650,369.563488,37611,2395,w,0,-1,-1
36651,369.563525,12074,22106,w,0,21621,22645.
36652,369.563714,32351,58343,w,0,57779,58803.
36653,369.563900,30644,55268,w,0,54705,55729.
36654,369.564086,56213,44285,w,0,-1,-1
36655,369.564119,35518,64246,w,0,63730,64754.
36656,369.564310,58771,50251,w,0,-1,-1
36657,369.564344,2673,4953,w,0,4417,5441.
36658,369.564529,6996,12924,w,0,12432,13456.
36659,369.564721,56468,45108,w,0,-1,-1
36660,369.564755,7387,13771,w,0,13314,14338.
36661,369.564937,35534,64262,w,0,63743,64767.
36662,369.565122,2263,4087,w,0,3520,4544.
36663,369.565312,33638,60998,w,0,60517,61541.
36664,369.565504,17884,32476,w,0,31965,32989.
36665,369.565700,42134,12598,w,0,-1,-1
36666,369.565746,65443,64875,w,0,-1,-1
36667,369.565794,35613,64341,w,0,63806,64830.
36668,369.565983,59089,50569,w,0,-1,-1
36669,369.566029,15636,28404,w,0,27888,28912.
36670,369.566232,7967,14807,w,0,14348,15372.
36671,369.566416,22281,40521,w,0,40039,41063.
36672,369.566610,42847,14447,w,0,-1,-1
36673,369.566647,61325,55645,w,0,-1,-1
36674,369.566684,64025,61753,w,0,-1,-1
36675,369.566722,29320,53032,w,0,52506,53530.
36676,369.566907,57894,48238,w,0,-1,-1
36677,369.566941,34587,62403,w,0,61847,62871.
36678,369.567123,25832,46808,w,0,46298,47322.
36679,369.567312,55605,43109,w,0,-1,-1
36680,369.567345,34036,61396,w,0,60836,61860.
36681,369.567530,18969,34473,w,0,33972,34996.
36682,369.567713,42065,12529,w,0,-1,-1
36683,369.567746,38519,4439,w,0,-1,-1
36684,369.567780,10168,18376,w,0,17819,18843.
36685,369.567965,24608,44672,w,0,44179,45203.
36686,369.568150,15637,28405,w,0,27889,28913.
36687,369.568335,38159,3511,w,0,-1,-1
36688,369.568368,34894,63166,w,0,62661,63685.
36689,369.568552,29004,52716,w,0,52252,53276.
36690,369.568735,4304,7952,w,0,7431,8455.
36691,369.568921,35083,63355,w,0,62813,63837.
36692,369.569106,5595,10155,w,0,9603,10627.
36693,369.569319,13663,25063,w,0,24600,25624.
36694,369.569518,19016,34520,w,0,34010,35034.
36695,369.569711,38669,5157,w,0,-1,-1
36696,369.569756,32778,59226,w,0,58690,59714.
36697,369.569939,47740,25020,w,0,-1,-1
36698,369.569992,44157,17461,w,0,-1,-1
36699,369.570040,29895,54063,w,0,53536,54560.
36700,369.570241,38933,5421,w,0,-1,-1
36701,369.570278,46477,22621,w,0,-1,-1
36702,369.570328,61597,56485,w,0,-1,-1
36703,369.570370,57356,47132,w,0,-1,-1
36704,369.570418,46609,22753,w,0,-1,-1
36705,369.570466,18773,34277,w,0,33815,34839.
36706,369.570648,41305,10633,w,0,-1,-1
36707,369.570701,46741,22885,w,0,-1,-1
36708,369.570749,13736,25136,w,0,24659,25683.
36709,369.570940,49179,28731,w,0,-1,-1
36710,369.570985,37786,3138,w,0,-1,-1
36711,369.571030,6206,11222,w,0,10662,11686.
36712,369.571261,42846,14446,w,0,-1,-1
36713,369.571911,63176,59768,w,0,-1,-1
36714,369.571951,32735,59183,w,0,58656,59680.
36715,369.572139,202,658,w,0,162,1186.
36716,369.572351,38543,4463,w,0,-1,-1
36717,369.572385,7950,14334,w,0,13766,14790.
36718,369.572572,11721,21297,w,0,20769,21793.
36719,369.572757,58481,49393,w,0,-1,-1
36720,369.572790,32294,58286,w,0,57734,58758.
36721,369.572976,22061,39845,w,0,39294,40318.
36722,369.573159,24919,44983,w,0,44429,45453.
36723,369.573397,61389,55709,w,0,-1,-1
36724,369.573431,45005,18877,w,0,-1,-1
36725,369.573465,17491,31627,w,0,31082,32106.
36726,369.573649,36117,65301,w,0,64779,-1.
36727,369.573766,57163,46371,w,0,-1,-1
36728,369.573815,30670,55294,w,0,54726,55750.
36729,369.574001,24387,43995,w,0,43434,44458.
36730,369.574187,15642,28410,w,0,27893,28917.
36731,369.574379,27539,49883,w,0,49372,50396.
36732,369.574562,43305,15473,w,0,-1,-1
36733,369.574611,52383,35911,w,0,-1,-1
36734,369.574660,44958,18830,w,0,-1,-1
36735,369.574705,58489,49401,w,0,-1,-1
36736,369.574755,31608,57144,w,0,56615,57639.
36737,369.574941,22745,41441,w,0,40980,42004.
36738,369.575125,39567,7191,w,0,-1,-1
36739,369.575174,65306,64738,w,0,-1,-1
36740,369.575227,10273,18937,w,0,18471,19495.
36741,369.575410,64763,63627,w,0,-1,-1
36742,369.575465,20643,37515,w,0,37020,38044.
36743,369.575655,29202,52914,w,0,52411,53435.
36744,369.575838,1323,2691,w,0,2198,3222.
36745,369.576021,16659,30339,w,0,29846,30870.
36746,369.576204,25360,45880,w,0,45351,46375.
36747,369.576400,45650,20658,w,0,-1,-1
36748,369.576448,32071,58063,w,0,57555,58579.
36749,369.576633,2507,4787,w,0,4284,5308.
36750,369.576817,20376,36792,w,0,36238,37262.
36751,369.577009,13397,24341,w,0,23819,24843.
36752,369.577184,24459,44523,w,0,44060,45084.
36753,369.577413,26844,48732,w,0,48246,49270.
36754,369.577605,55127,42063,w,0,-1,-1
36755,369.577653,33320,60224,w,0,59693,60717.
36756,369.577837,45519,20527,w,0,-1,-1
36757,369.577885,1106,2018,w,0,1455,2479.
36758,369.578072,56205,44277,w,0,-1,-1
36759,369.578105,59444,51492,w,0,-1,-1
36760,369.578142,49148,28700,w,0,-1,-1
36761,369.578182,13303,24247,w,0,23743,24767.
36762,369.578384,47184,23896,w,0,-1,-1
36763,369.578417,16157,29381,w,0,28875,29899.
36764,369.578603,26795,48683,w,0,48207,49231.
36765,369.578787,7341,13269,w,0,12709,13733.
36766,369.578970,56050,44122,w,0,-1,-1
36767,369.579003,12698,23186,w,0,22690,23714.
36768,369.579189,19600,35560,w,0,35047,36071.
36769,369.579373,40279,8471,w,0,-1,-1
36770,369.579406,32593,59041,w,0,58542,59566.
36771,369.579591,55886,43390,w,0,-1,-1
36772,369.579625,14503,26359,w,0,25843,26867.
36773,369.579810,17353,31489,w,0,30971,31995.
36774,369.579993,65234,64666,w,0,-1,-1
36775,369.580027,61659,56547,w,0,-1,-1
36776,369.580063,12944,23432,w,0,22887,23911.
36777,369.580251,15949,29173,w,0,28708,29732.
36778,369.580435,40553,9313,w,0,-1,-1
36779,369.580468,16915,30595,w,0,30051,31075.
36780,369.580653,34828,63100,w,0,62608,63632.
36781,369.580839,12113,22145,w,0,21652,22676.
36782,369.581024,12755,23243,w,0,22735,23759.
36783,369.581207,21637,39421,w,0,38954,39978.
36784,369.581404,36426,74,w,0,-1,-1
36785,369.581453,60502,53686,w,0,-1,-1
36786,369.581502,1810,3634,w,0,3157,4181.
36787,369.581685,6922,12850,w,0,12373,13397.
36788,369.581868,47690,24970,w,0,-1,-1
36789,369.581901,2648,4928,w,0,4397,5421.
36790,369.582084,33660,61020,w,0,60534,61558.
36791,369.582425,29922,54090,w,0,53557,54581.
36792,369.582619,24973,45037,w,0,44472,45496.
36793,369.582806,24999,45519,w,0,45061,46085.
36794,369.582990,62733,58757,w,0,-1,-1
36795,369.583043,24920,44984,w,0,44430,45454.
36796,369.583301,54292,40092,w,0,-1,-1
36797,369.583351,58954,50434,w,0,-1,-1
36798,369.583399,8594,15890,w,0,15419,16443.
36799,369.583589,17747,32339,w,0,31855,32879.
36800,369.583779,35187,63459,w,0,62896,63920.
36801,369.583969,37722,3074,w,0,-1,-1
36802,369.584018,29767,53935,w,0,53433,54457.
36803,369.584208,43913,16649,w,0,-1,-1
36804,369.584259,8026,14866,w,0,14395,15419.
36805,369.584447,13604,24548,w,0,23985,25009.
36806,369.584632,4241,7889,w,0,7380,8404.
36807,369.584823,22158,40398,w,0,39940,40964.
36808,369.585011,44279,17583,w,0,-1,-1
36809,369.585064,37644,2428,w,0,-1,-1
36810,369.585112,50064,30752,w,0,-1,-1
36811,369.585154,15931,29155,w,0,28693,29717.
36812,369.585345,10582,19246,w,0,18719,19743.
36813,369.585533,42524,13556,w,0,-1,-1
36814,369.585587,18638,33686,w,0,33138,34162.
36815,369.585771,50447,31135,w,0,-1,-1
36816,369.585824,21950,39734,w,0,39205,40229.
36817,369.586012,10286,18950,w,0,18481,19505.
36818,369.586205,31439,56975,w,0,56479,57503.
36819,369.586470,64626,63490,w,0,-1,-1
36820,369.586523,16276,29500,w,0,28970,29994.
36821,369.586711,18415,33463,w,0,32959,33983.
36822,369.586898,51336,33160,w,0,-1,-1
36823,369.586944,4733,8837,w,0,8343,9367.
36824,369.587133,44472,17776,w,0,-1,-1
36825,369.587181,1274,2642,w,0,2158,3182.
36826,369.587375,47945,25793,w,0,-1,-1
36827,369.587426,49494,29046,w,0,-1,-1
36828,369.587460,62734,58758,w,0,-1,-1
36829,369.587505,19125,34629,w,0,34097,35121.
36830,369.587701,37102,1318,w,0,-1,-1
36831,369.587746,61905,57361,w,0,-1,-1
36832,369.587780,35069,63341,w,0,62801,63825.
36833,369.587962,33058,59962,w,0,59483,60507.
36834,369.588150,62602,58626,w,0,-1,-1
36835,369.588183,4817,8921,w,0,8411,9435.
36836,369.588379,61690,56578,w,0,-1,-1
36837,369.588422,45717,20725,w,0,-1,-1
36838,369.588470,47893,25741,w,0,-1,-1
36839,369.588519,727,1639,w,0,1151,2175.
36840,369.588708,14483,26339,w,0,25827,26851.
36841,369.588894,58432,49344,w,0,-1,-1
36842,369.588949,42706,13738,w,0,-1,-1
36843,369.588998,4457,8105,w,0,7554,8578.
36844,369.589191,5430,9990,w,0,9471,10495.
36845,369.589419,63252,59844,w,0,-1,-1
36846,369.589452,48725,27709,w,0,-1,-1
36847,369.589498,56796,45436,w,0,-1,-1
36848,369.589531,51244,33068,w,0,-1,-1
36849,369.589584,56787,45427,w,0,-1,-1
36850,369.589636,26635,48067,w,0,47511,48535.
36851,369.589822,58606,49518,w,0,-1,-1
36852,369.589855,55327,42263,w,0,-1,-1
36853,369.589899,3350,6086,w,0,5529,6553.
36854,369.590082,52811,36907,w,0,-1,-1
36855,369.590115,7490,13874,w,0,13397,14421.
36856,369.590306,6798,12270,w,0,11705,12729.
36857,369.590486,16047,29271,w,0,28786,29810.
36858,369.590672,6034,11050,w,0,10524,11548.
36859,369.590857,38673,5161,w,0,-1,-1
36860,369.590891,45124,19564,w,0,-1,-1
36861,369.590924,32010,58002,w,0,57506,58530.
36862,369.591110,50637,31893,w,0,-1,-1
36863,369.591159,5008,9112,w,0,8564,9588.
36864,369.591367,24862,44926,w,0,44383,45407.
36865,369.592012,56335,44407,w,0,-1,-1
36866,369.592059,53498,38162,w,0,-1,-1
36867,369.592092,62409,58433,w,0,-1,-1
36868,369.592125,59605,51653,w,0,-1,-1
36869,369.592169,23314,42466,w,0,42004,43028.
36870,369.592355,5267,9827,w,0,9340,10364.
36871,369.592540,50127,30815,w,0,-1,-1
36872,369.592574,21728,39512,w,0,39027,40051.
36873,369.592759,56524,45164,w,0,-1,-1
36874,369.592792,38439,4359,w,0,-1,-1
36875,369.592828,49678,29798,w,0,-1,-1
36876,369.592867,59406,51454,w,0,-1,-1
36877,369.592904,41671,11567,w,0,-1,-1
36878,369.592941,7785,14169,w,0,13633,14657.
36879,369.593126,53343,38007,w,0,-1,-1
36880,369.593160,63363,60523,w,0,-1,-1
36881,369.593199,43761,16497,w,0,-1,-1
36882,369.593238,29521,53233,w,0,52667,53691.
36883,369.594512,53705,38937,w,0,-1,-1
36884,369.594558,32148,58140,w,0,57616,58640.
36885,369.594742,37901,3253,w,0,-1,-1
36886,369.594775,47736,25016,w,0,-1,-1
36887,369.594811,28501,51757,w,0,51281,52305.
36888,369.594996,34444,62260,w,0,61732,62756.
36889,369.595180,6537,12009,w,0,11496,12520.
36890,369.595364,48670,27654,w,0,-1,-1
36891,369.595398,19079,34583,w,0,34060,35084.
36892,369.595582,31862,57854,w,0,57387,58411.
36893,369.595764,25361,45881,w,0,45352,46376.
36894,369.595946,33485,60389,w,0,59826,60850.
36895,369.596131,64787,63651,w,0,-1,-1
36896,369.596164,24016,43624,w,0,43136,44160.
36897,369.596351,2982,5718,w,0,5234,6258.
36898,369.596534,19150,34654,w,0,34117,35141.
36899,369.596718,4181,7829,w,0,7332,8356.
36900,369.596901,23564,42716,w,0,42205,43229.
36901,369.597084,38826,5314,w,0,-1,-1
36902,369.597117,58327,49239,w,0,-1,-1
36903,369.597154,64741,63605,w,0,-1,-1
36904,369.597188,11279,20399,w,0,19846,20870.
36905,369.597430,60047,52663,w,0,-1,-1
36906,369.597476,38969,5457,w,0,-1,-1
36907,369.597530,60750,54502,w,0,-1,-1
36908,369.597572,6924,12852,w,0,12374,13398.
36909,369.597756,34474,62290,w,0,61756,62780.
36910,369.597946,26443,47875,w,0,47356,48380.
36911,369.598132,34002,61362,w,0,60809,61833.
36912,369.598316,44200,17504,w,0,-1,-1
36913,369.598365,22668,40908,w,0,40350,41374.
36914,369.598544,7004,12932,w,0,12438,13462.
36915,369.598734,1424,2792,w,0,2279,3303.
36916,369.598925,3857,7049,w,0,6504,7528.
36917,369.599107,16574,30254,w,0,29777,30801.
36918,369.599295,41841,12305,w,0,-1,-1
36919,369.599345,30610,55234,w,0,54678,55702.
36920,369.599536,17927,32519,w,0,32000,33024.
36921,369.599726,33864,61224,w,0,60698,61722.
36922,369.599917,65132,64564,w,0,-1,-1
36923,369.599965,4004,7652,w,0,7190,8214.
36924,369.600148,40983,10311,w,0,-1,-1
36925,369.600201,55182,42118,w,0,-1,-1
36926,369.600252,14233,26089,w,0,25626,26650.
36927,369.600447,30285,54909,w,0,54417,55441.
36928,369.600637,12492,22524,w,0,21956,22980.
36929,369.600820,53739,38971,w,0,-1,-1
36930,369.600873,25325,45845,w,0,45323,46347.
36931,369.601055,38561,4481,w,0,-1,-1
36932,369.601126,12620,23108,w,0,22627,23651.
36933,369.601364,40656,9416,w,0,-1,-1
36934,369.601409,7389,13773,w,0,13316,14340.
36935,369.601593,58507,49419,w,0,-1,-1
36936,369.601646,54809,41177,w,0,-1,-1
36937,369.601691,28051,50851,w,0,50351,51375.
36938,369.601874,7890,14274,w,0,13718,14742.
36939,369.602053,40520,9280,w,0,-1,-1
36940,369.602099,47635,24915,w,0,-1,-1
36941,369.602152,28925,52181,w,0,51621,52645.
36942,369.602342,58577,49489,w,0,-1,-1
36943,369.602392,4242,7890,w,0,7381,8405.
36944,369.602582,35174,63446,w,0,62886,63910.
36945,369.602773,10016,18224,w,0,17697,18721.
36946,369.602956,11280,20400,w,0,19847,20871.
36947,369.603137,27082,48970,w,0,48437,49461.
36948,369.603322,64732,63596,w,0,-1,-1
36949,369.603355,4944,9048,w,0,8513,9537.
36950,369.603538,8191,15031,w,0,14527,15551.
36951,369.603730,25428,45948,w,0,45406,46430.
36952,369.603913,8814,16110,w,0,15596,16620.
36953,369.604106,10510,19174,w,0,18661,19685.
36954,369.604292,27169,49057,w,0,48507,49531.
36955,369.604475,60747,54499,w,0,-1,-1
36956,369.604531,57853,48197,w,0,-1,-1
36957,369.604581,7632,14016,w,0,13511,14535.
36958,369.604771,28147,50947,w,0,50428,51452.
36959,369.604954,46025,21601,w,0,-1,-1
36960,369.604987,14280,26136,w,0,25664,26688.
36961,369.605170,24042,43650,w,0,43157,44181.
36962,369.605533,31881,57873,w,0,57402,58426.
36963,369.605728,1135,2047,w,0,1479,2503.
36964,369.605914,29123,52835,w,0,52348,53372.
36965,369.606093,4305,7953,w,0,7432,8456.
36966,369.606293,63365,60525,w,0,-1,-1
36967,369.606343,33616,60976,w,0,60499,61523.
36968,369.606526,10637,19301,w,0,18763,19787.
36969,369.606712,25572,46548,w,0,46089,47113.
36970,369.606897,32458,58906,w,0,58433,59457.
36971,369.607082,12750,23238,w,0,22731,23755.
36972,369.607269,57273,46481,w,0,-1,-1
36973,369.607302,17524,31660,w,0,31108,32132.
36974,369.607487,20899,37771,w,0,37226,38250.
36975,369.607671,59480,51528,w,0,-1,-1
36976,369.607705,16437,29661,w,0,29099,30123.
36977,369.607889,59541,51589,w,0,-1,-1
36978,369.607922,9309,17061,w,0,16561,17585.
36979,369.608107,34256,62072,w,0,61581,62605.
36980,369.608307,52561,36089,w,0,-1,-1
36981,369.608340,10557,19221,w,0,18699,19723.
36982,369.608527,34534,62350,w,0,61804,62828.
36983,369.608706,48339,26755,w,0,-1,-1
36984,369.608739,37647,2431,w,0,-1,-1
36985,369.608772,45718,20726,w,0,-1,-1
36986,369.608809,1110,2022,w,0,1459,2483.
36987,369.608995,49624,29744,w,0,-1,-1
36988,369.609028,31827,57819,w,0,57359,58383.
36989,369.609213,42890,14490,w,0,-1,-1
36990,369.609246,47368,24648,w,0,-1,-1
36991,369.609346,61144,55464,w,0,-1,-1
36992,369.609401,65250,64682,w,0,-1,-1
36993,369.609438,14866,27178,w,0,26702,27726.
36994,369.609631,58631,49543,w,0,-1,-1
36995,369.609679,60311,53495,w,0,-1,-1
36996,369.609724,54557,40357,w,0,-1,-1
36997,369.609769,16460,29684,w,0,29118,30142.
36998,369.609959,61556,56444,w,0,-1,-1
36999,369.610007,54406,40206,w,0,-1,-1
37000,369.610055,57357,47133,w,0,-1,-1
37001,369.610100,8534,15830,w,0,15371,16395.
37002,369.610306,8473,15313,w,0,14754,15778.
37003,369.610497,37912,3264,w,0,-1,-1
37004,369.610539,5651,10211,w,0,9648,10672.
37005,369.610720,38284,4204,w,0,-1,-1
37006,369.610766,10236,18900,w,0,18441,19465.
37007,369.610952,15950,29174,w,0,28708,29732.
37008,369.611140,45871,20879,w,0,-1,-1
37009,369.611194,2635,4915,w,0,4387,5411.
37010,369.611380,61460,56348,w,0,-1,-1
37011,369.611434,32848,59296,w,0,58746,59770.
37012,369.611624,36253,65437,w,0,64888,-1.
37013,369.611740,49873,29993,w,0,-1,-1
37014,369.611795,14224,26080,w,0,25619,26643.
37015,369.611978,32436,58884,w,0,58416,59440.
37016,369.612168,50781,32037,w,0,-1,-1
37017,369.612212,29047,52759,w,0,52287,53311.
37018,369.612409,63054,59646,w,0,-1,-1
37019,369.612460,34257,62073,w,0,61582,62606.
37020,369.612651,63955,61683,w,0,-1,-1
37021,369.612696,47193,23905,w,0,-1,-1
37022,369.612742,63755,61483,w,0,-1,-1
37023,369.612795,54641,41009,w,0,-1,-1
37024,369.612840,18019,32611,w,0,32073,33097.
37025,369.613024,29651,53819,w,0,53340,54364.
37026,369.613206,30509,55133,w,0,54597,55621.
37027,369.613442,13943,25343,w,0,24825,25849.
37028,369.613625,34165,61981,w,0,61508,62532.
37029,369.613816,56076,44148,w,0,-1,-1
37030,369.613864,8956,16252,w,0,15710,16734.
37031,369.614055,15202,27514,w,0,26972,27996.
37032,369.614238,54349,40149,w,0,-1,-1
37033,369.614293,59742,52358,w,0,-1,-1
37034,369.614342,51027,32851,w,0,-1,-1
37035,369.614390,30412,55036,w,0,54519,55543.
37036,369.614575,330,786,w,0,264,1288.
37037,369.614767,23447,42599,w,0,42111,43135.
37038,369.614953,28305,51105,w,0,50555,51579.
37039,369.615142,1341,2709,w,0,2212,3236.
37040,369.615763,41997,12461,w,0,-1,-1
37041,369.615797,33641,61001,w,0,60519,61543.
37042,369.615984,14731,26587,w,0,26026,27050.
37043,369.616168,52055,35015,w,0,-1,-1
37044,369.616201,19278,34782,w,0,34220,35244.
37045,369.617764,24332,43940,w,0,43390,44414.
37046,369.617949,57608,47384,w,0,-1,-1
37047,369.617982,44781,18653,w,0,-1,-1
37048,369.618019,41569,11465,w,0,-1,-1
37049,369.618057,64913,63777,w,0,-1,-1
37050,369.618094,20120,36536,w,0,36032,37056.
37051,369.618283,3226,5962,w,0,5429,6453.
37052,369.618466,16800,30480,w,0,29959,30983.
37053,369.618652,40889,9649,w,0,-1,-1
37054,369.618685,14003,25403,w,0,24873,25897.
37055,369.618869,6146,11162,w,0,10614,11638.
37056,369.619052,32594,59042,w,0,58543,59567.
37057,369.619236,38869,5357,w,0,-1,-1
37058,369.619273,21723,39507,w,0,39023,40047.
37059,369.619458,56465,45105,w,0,-1,-1
37060,369.619491,31779,57315,w,0,56752,57776.
37061,369.619675,19017,34521,w,0,34011,35035.
37062,369.619860,11593,21169,w,0,20667,21691.
37063,369.620044,45456,19896,w,0,-1,-1
37064,369.620077,27212,49100,w,0,48542,49566.
37065,369.620262,23472,42624,w,0,42131,43155.
37066,369.620450,37356,2140,w,0,-1,-1
37067,369.620483,11386,20962,w,0,20500,21524.
37068,369.620669,5269,9829,w,0,9342,10366.
37069,369.620852,31019,56099,w,0,55574,56598.
37070,369.621037,13151,24095,w,0,23621,24645.
37071,369.621222,4818,8922,w,0,8411,9435.
37072,369.621466,45258,19698,w,0,-1,-1
37073,369.621512,54295,40095,w,0,-1,-1
37074,369.621560,48340,26756,w,0,-1,-1
37075,369.621605,58315,49227,w,0,-1,-1
37076,369.621653,58633,49545,w,0,-1,-1
37077,369.621698,59947,52563,w,0,-1,-1
37078,369.621743,8474,15314,w,0,14755,15779.
37079,369.621924,8424,15264,w,0,14714,15738.
37080,369.622109,8720,16016,w,0,15520,16544.
37081,369.622297,46987,23699,w,0,-1,-1
37082,369.622346,22104,39888,w,0,39329,40353.
37083,369.622533,40948,10276,w,0,-1,-1
37084,369.622578,17699,32291,w,0,31817,32841.
37085,369.622760,26846,48734,w,0,48248,49272.
37086,369.622945,41867,12331,w,0,-1,-1
37087,369.622991,54033,39265,w,0,-1,-1
37088,369.623033,18558,33606,w,0,33074,34098.
37089,369.623217,52888,36984,w,0,-1,-1
37090,369.623275,18961,34465,w,0,33966,34990.
37091,369.623464,70,526,w,0,56,1080.
37092,369.623659,40025,8217,w,0,-1,-1
37093,369.623705,23752,42904,w,0,42356,43380.
37094,369.623899,49639,29759,w,0,-1,-1
37095,369.623947,60207,53391,w,0,-1,-1
37096,369.623992,39614,7238,w,0,-1,-1
37097,369.624037,63957,61685,w,0,-1,-1
37098,369.624083,38154,3506,w,0,-1,-1
37099,369.624128,22262,40502,w,0,40024,41048.
37100,369.624324,18319,33367,w,0,32882,33906.
37101,369.624515,38498,4418,w,0,-1,-1
37102,369.624563,35543,64271,w,0,63750,64774.
37103,369.624753,2265,4089,w,0,3522,4546.
37104,369.624944,38097,3449,w,0,-1,-1
37105,369.624985,41049,10377,w,0,-1,-1
37106,369.625031,14762,26618,w,0,26051,27075.
37107,369.625213,38115,3467,w,0,-1,-1
37108,369.625265,46847,23559,w,0,-1,-1
37109,369.625367,11663,21239,w,0,20723,21747.
37110,369.625552,52384,35912,w,0,-1,-1
37111,369.625585,43990,16726,w,0,-1,-1
37112,369.625630,17093,31229,w,0,30762,31786.
37113,369.625823,26445,47877,w,0,47358,48382.
37114,369.626014,39332,6388,w,0,-1,-1
37115,369.626060,49334,28886,w,0,-1,-1
37116,369.626109,32661,59109,w,0,58596,59620.
37117,369.626311,55372,42308,w,0,-1,-1
37118,369.626361,50576,31832,w,0,-1,-1
37119,369.626410,62735,58759,w,0,-1,-1
37120,369.626459,4829,8933,w,0,8420,9444.
37121,369.626649,35030,63302,w,0,62770,63794.
37122,369.626833,52175,35135,w,0,-1,-1
37123,369.626890,61001,55321,w,0,-1,-1
37124,369.626939,35945,65129,w,0,64641,-1.
37125,369.627055,58547,49459,w,0,-1,-1
37126,369.627106,63959,61687,w,0,-1,-1
37127,369.627150,6494,11966,w,0,11461,12485.
37128,369.627335,59276,51324,w,0,-1,-1
37129,369.627369,42448,13480,w,0,-1,-1
37130,369.627417,31051,56131,w,0,55600,56624.
37131,369.627611,26942,48830,w,0,48325,49349.
37132,369.627794,61926,57382,w,0,-1,-1
37133,369.627827,14418,26274,w,0,25775,26799.
37134,369.628018,48805,27789,w,0,-1,-1
37135,369.628066,59787,52403,w,0,-1,-1
37136,369.628115,5202,9762,w,0,9288,10312.
37137,369.628421,40275,8467,w,0,-1,-1
37138,369.628469,20256,36672,w,0,36141,37165.
37139,369.628653,46953,23665,w,0,-1,-1
37140,369.628698,12114,22146,w,0,21653,22677.
37141,369.628883,31373,56909,w,0,56426,57450.
37142,369.629066,2478,4758,w,0,4261,5285.
37143,369.629259,13708,25108,w,0,24637,25661.
37144,369.629462,46228,21804,w,0,-1,-1
37145,369.629510,7390,13774,w,0,13316,14340.
37146,369.629692,27269,49613,w,0,49156,50180.
37147,369.629878,25430,45950,w,0,45407,46431.
37148,369.630069,27338,49682,w,0,49211,50235.
37149,369.630252,46178,21754,w,0,-1,-1
37150,369.630317,30988,56068,w,0,55549,56573.
37151,369.630509,12570,23058,w,0,22587,23611.
37152,369.630694,54260,40060,w,0,-1,-1
37153,369.630749,45994,21570,w,0,-1,-1
37154,369.630794,10583,19247,w,0,18720,19744.
37155,369.630977,38103,3455,w,0,-1,-1
37156,369.631030,63868,61596,w,0,-1,-1
37157,369.631078,43346,15514,w,0,-1,-1
37158,369.631126,58250,49162,w,0,-1,-1
37159,369.631167,25177,45697,w,0,45204,46228.
37160,369.631353,109,565,w,0,87,1111.
37161,369.631540,17173,31309,w,0,30826,31850.
37162,369.631724,64598,62894,w,0,-1,-1
37163,369.631770,5759,10775,w,0,10303,11327.
37164,369.631953,12624,23112,w,0,22630,23654.
37165,369.632137,64918,63782,w,0,-1,-1
37166,369.632170,39492,6548,w,0,-1,-1
37167,369.632207,30671,55295,w,0,54727,55751.
37168,369.632393,4307,7955,w,0,7433,8457.
37169,369.632578,18505,33553,w,0,33032,34056.
37170,369.632761,19784,35744,w,0,35194,36218.
37171,369.632946,34128,61944,w,0,61478,62502.
37172,369.633131,47986,25834,w,0,-1,-1
37173,369.633164,46170,21746,w,0,-1,-1
37174,369.633200,43217,15385,w,0,-1,-1
37175,369.633237,56715,45355,w,0,-1,-1
37176,369.633270,2358,4638,w,0,4165,5189.
37177,369.633481,11963,21995,w,0,21532,22556.
37178,369.633672,38547,4467,w,0,-1,-1
37179,369.633725,37948,3300,w,0,-1,-1
37180,369.633770,48524,26940,w,0,-1,-1
37181,369.633803,25877,46853,w,0,46334,47358.
37182,369.633996,35424,64152,w,0,63654,64678.
37183,369.634180,41592,11488,w,0,-1,-1
37184,369.634225,57740,47516,w,0,-1,-1
37185,369.634277,48105,25953,w,0,-1,-1
37186,369.634357,34186,62002,w,0,61525,62549.
37187,369.634544,31921,57913,w,0,57434,58458.
37188,369.634727,37707,2491,w,0,-1,-1
37189,369.634772,43285,15453,w,0,-1,-1
37190,369.634825,2391,4671,w,0,4191,5215.
37191,369.635018,30672,55752,w,0,55296,56320.
37192,369.635197,54093,39325,w,0,-1,-1
37193,369.635243,10904,20024,w,0,19545,20569.
37194,369.635529,972,1884,w,0,1348,2372.
